gene	key	tmd_index	tmd_start_aa	tmd_end_aa	tmd_length_aa	protein_length	classification	label_WT_lost	uniprot_accession	alphafold_available	local_pdb
AVT3	AVT3__TMD4	4	412	432	21	692	No_eS7_event	0	P36062	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT3__P36062.pdb
AVT3	AVT3__TMD5	5	443	463	21	692	No_eS7_event	0	P36062	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT3__P36062.pdb
AVT3	AVT3__TMD6	6	483	503	21	692	No_eS7_event	0	P36062	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT3__P36062.pdb
AVT3	AVT3__TMD7	7	519	539	21	692	No_eS7_event	0	P36062	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT3__P36062.pdb
AVT3	AVT3__TMD8	8	561	581	21	692	No_eS7_event	0	P36062	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT3__P36062.pdb
AVT3	AVT3__TMD9	9	607	627	21	692	No_eS7_event	0	P36062	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT3__P36062.pdb
AVT3	AVT3__TMD10	10	630	650	21	692	No_eS7_event	0	P36062	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT3__P36062.pdb
AVT3	AVT3__TMD11	11	665	685	21	692	No_eS7_event	0	P36062	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT3__P36062.pdb
TCD2	TCD2__TMD1	1	9	29	21	447	No_eS7_event	0	P36101	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TCD2__P36101.pdb
TCD2	TCD2__TMD2	2	86	106	21	447	No_eS7_event	0	P36101	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TCD2__P36101.pdb
TCD2	TCD2__TMD3	3	294	314	21	447	No_eS7_event	0	P36101	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TCD2__P36101.pdb
PAM17	PAM17__TMD1	1	64	84	21	197	No_eS7_event	0	P36147	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PAM17__P36147.pdb
PAM17	PAM17__TMD2	2	103	123	21	197	No_eS7_event	0	P36147	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PAM17__P36147.pdb
TVP38	TVP38__TMD1	1	96	116	21	337	No_eS7_event	0	P36164	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP38__P36164.pdb
TVP38	TVP38__TMD2	2	138	158	21	337	No_eS7_event	0	P36164	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP38__P36164.pdb
TVP38	TVP38__TMD3	3	170	190	21	337	No_eS7_event	0	P36164	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP38__P36164.pdb
TVP38	TVP38__TMD4	4	252	272	21	337	No_eS7_event	0	P36164	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP38__P36164.pdb
TVP38	TVP38__TMD5	5	287	307	21	337	No_eS7_event	0	P36164	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP38__P36164.pdb
SKG1	SKG1__TMD1	1	9	29	21	355	No_eS7_event	0	P36169	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SKG1__P36169.pdb
GEX2	GEX2__TMD1	1	59	79	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD2	2	121	141	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD3	3	153	173	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD4	4	217	237	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD5	5	276	296	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD6	6	308	328	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD7	7	344	364	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD8	8	384	404	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD9	9	408	428	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD10	10	441	461	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD11	11	472	492	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
GEX2	GEX2__TMD12	12	549	569	21	615	No_eS7_event	0	P36173	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GEX2__P36173.pdb
SCO2	SCO2__TMD1	1	82	98	17	301	No_eS7_event	0	P38072	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SCO2__P38072.pdb
AGP2	AGP2__TMD1	1	95	115	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD2	2	118	138	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD3	3	166	186	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD4	4	200	220	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD5	5	228	248	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD6	6	289	309	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD7	7	327	347	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD8	8	380	400	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD9	9	428	448	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD10	10	460	480	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD11	11	506	526	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
AGP2	AGP2__TMD12	12	535	555	21	596	No_eS7_event	0	P38090	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AGP2__P38090.pdb
TBS1	TBS1__TMD1	1	755	775	21	1094	No_eS7_event	0	P38114	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TBS1__P38114.pdb
KTR4	KTR4__TMD1	1	12	32	21	464	No_eS7_event	0	P38131	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/KTR4__P38131.pdb
CTP1	CTP1__TMD1	1	16	36	21	299	No_eS7_event	0	P38152	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTP1__P38152.pdb
CTP1	CTP1__TMD2	2	66	86	21	299	No_eS7_event	0	P38152	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTP1__P38152.pdb
CTP1	CTP1__TMD3	3	113	133	21	299	No_eS7_event	0	P38152	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTP1__P38152.pdb
CTP1	CTP1__TMD4	4	174	193	20	299	No_eS7_event	0	P38152	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTP1__P38152.pdb
CTP1	CTP1__TMD5	5	215	235	21	299	No_eS7_event	0	P38152	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTP1__P38152.pdb
CTP1	CTP1__TMD6	6	272	291	20	299	No_eS7_event	0	P38152	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTP1__P38152.pdb
SFT2	SFT2__TMD1	1	82	102	21	215	No_eS7_event	0	P38166	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SFT2__P38166.pdb
SFT2	SFT2__TMD2	2	112	132	21	215	No_eS7_event	0	P38166	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SFT2__P38166.pdb
SFT2	SFT2__TMD3	3	146	166	21	215	No_eS7_event	0	P38166	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SFT2__P38166.pdb
SFT2	SFT2__TMD4	4	173	193	21	215	No_eS7_event	0	P38166	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SFT2__P38166.pdb
ALG3	ALG3__TMD1	1	42	62	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD2	2	96	116	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD3	3	138	158	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD4	4	172	192	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD5	5	217	237	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD6	6	243	263	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD7	7	303	323	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD8	8	346	366	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD9	9	382	402	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
ALG3	ALG3__TMD10	10	416	436	21	458	No_eS7_event	0	P38179	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG3__P38179.pdb
FUI1	FUI1__TMD1	1	163	180	18	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD2	2	201	225	25	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD3	3	260	276	17	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD4	4	284	305	22	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD5	5	368	392	25	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD6	6	417	435	19	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD7	7	461	477	17	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD8	8	484	507	24	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD9	9	538	562	25	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FUI1	FUI1__TMD10	10	573	590	18	639	No_eS7_event	0	P38196	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FUI1__P38196.pdb
FIG1	FIG1__TMD1	1	17	37	21	298	No_eS7_event	0	P38224	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FIG1__P38224.pdb
FIG1	FIG1__TMD2	2	163	183	21	298	No_eS7_event	0	P38224	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FIG1__P38224.pdb
FIG1	FIG1__TMD3	3	195	215	21	298	No_eS7_event	0	P38224	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FIG1__P38224.pdb
FIG1	FIG1__TMD4	4	243	263	21	298	No_eS7_event	0	P38224	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/FIG1__P38224.pdb
SUL1	SUL1__TMD1	1	94	114	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD2	2	116	136	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD3	3	148	168	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD4	4	173	193	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD5	5	206	226	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD6	6	234	254	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD7	7	292	312	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD8	8	332	352	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD9	9	395	415	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD10	10	428	448	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD11	11	468	488	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
SUL1	SUL1__TMD12	12	525	545	21	859	No_eS7_event	0	P38359	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SUL1__P38359.pdb
ARN2	ARN2__TMD1	1	71	93	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD2	2	106	128	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD3	3	135	152	18	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD4	4	162	184	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD5	5	191	213	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD6	6	223	245	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD7	7	286	308	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD8	8	318	335	18	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD9	9	355	377	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD10	10	392	414	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD11	11	421	438	18	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD12	12	448	470	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD13	13	491	513	23	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
ARN2	ARN2__TMD14	14	561	578	18	620	No_eS7_event	0	P38724	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ARN2__P38724.pdb
VMR1	VMR1__TMD1	1	34	54	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD2	2	75	95	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD3	3	101	121	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD4	4	132	152	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD5	5	171	191	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD6	6	330	350	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD7	7	380	400	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD8	8	466	486	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD9	9	490	510	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD10	10	573	593	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD11	11	615	635	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD12	12	990	1010	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD13	13	1052	1072	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD14	14	1116	1136	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD15	15	1138	1158	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD16	16	1230	1250	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
VMR1	VMR1__TMD17	17	1253	1273	21	1592	No_eS7_event	0	P38735	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VMR1__P38735.pdb
TCD1	TCD1__TMD1	1	3	23	21	429	No_eS7_event	0	P38756	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TCD1__P38756.pdb
TCD1	TCD1__TMD2	2	74	94	21	429	No_eS7_event	0	P38756	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TCD1__P38756.pdb
TCD1	TCD1__TMD3	3	279	299	21	429	No_eS7_event	0	P38756	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TCD1__P38756.pdb
BIG1	BIG1__TMD1	1	276	296	21	335	No_eS7_event	0	P38813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/BIG1__P38813.pdb
NSG1	NSG1__TMD1	1	97	117	21	291	No_eS7_event	0	P38837	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/NSG1__P38837.pdb
NSG1	NSG1__TMD2	2	157	177	21	291	No_eS7_event	0	P38837	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/NSG1__P38837.pdb
NSG1	NSG1__TMD3	3	231	251	21	291	No_eS7_event	0	P38837	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/NSG1__P38837.pdb
NSG1	NSG1__TMD4	4	262	282	21	291	No_eS7_event	0	P38837	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/NSG1__P38837.pdb
CTR2	CTR2__TMD1	1	82	102	21	189	No_eS7_event	0	P38865	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTR2__P38865.pdb
CTR2	CTR2__TMD2	2	143	163	21	189	No_eS7_event	0	P38865	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTR2__P38865.pdb
MDM31	MDM31__TMD1	1	115	135	21	579	No_eS7_event	0	P38880	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/MDM31__P38880.pdb
MDM31	MDM31__TMD2	2	559	578	20	579	No_eS7_event	0	P38880	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/MDM31__P38880.pdb
PET8	PET8__TMD1	1	5	25	21	284	No_eS7_event	0	P38921	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PET8__P38921.pdb
PET8	PET8__TMD2	2	50	70	21	284	No_eS7_event	0	P38921	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PET8__P38921.pdb
PET8	PET8__TMD3	3	98	118	21	284	No_eS7_event	0	P38921	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PET8__P38921.pdb
PET8	PET8__TMD4	4	153	169	17	284	No_eS7_event	0	P38921	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PET8__P38921.pdb
PET8	PET8__TMD5	5	194	214	21	284	No_eS7_event	0	P38921	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PET8__P38921.pdb
PET8	PET8__TMD6	6	252	272	21	284	No_eS7_event	0	P38921	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PET8__P38921.pdb
TVP23	TVP23__TMD1	1	18	36	19	199	No_eS7_event	0	P38962	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP23__P38962.pdb
TVP23	TVP23__TMD2	2	43	60	18	199	No_eS7_event	0	P38962	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP23__P38962.pdb
TVP23	TVP23__TMD3	3	108	128	21	199	No_eS7_event	0	P38962	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP23__P38962.pdb
TVP23	TVP23__TMD4	4	133	153	21	199	No_eS7_event	0	P38962	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TVP23__P38962.pdb
VTC5	VTC5__TMD1	1	772	792	21	869	No_eS7_event	0	P38966	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VTC5__P38966.pdb
VTC5	VTC5__TMD2	2	811	831	21	869	WT-lost	1	P38966	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VTC5__P38966.pdb
VTC5	VTC5__TMD3	3	849	869	21	869	No_eS7_event	0	P38966	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VTC5__P38966.pdb
GGC1	GGC1__TMD1	1	14	34	21	300	No_eS7_event	0	P38988	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GGC1__P38988.pdb
GGC1	GGC1__TMD2	2	85	101	17	300	No_eS7_event	0	P38988	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GGC1__P38988.pdb
GGC1	GGC1__TMD3	3	122	142	21	300	No_eS7_event	0	P38988	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GGC1__P38988.pdb
GGC1	GGC1__TMD4	4	173	189	17	300	No_eS7_event	0	P38988	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GGC1__P38988.pdb
GGC1	GGC1__TMD5	5	214	234	21	300	No_eS7_event	0	P38988	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GGC1__P38988.pdb
GGC1	GGC1__TMD6	6	268	285	18	300	No_eS7_event	0	P38988	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GGC1__P38988.pdb
COX14	COX14__TMD1	1	17	38	22	70	No_eS7_event	0	P39103	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/COX14__P39103.pdb
MNN1	MNN1__TMD1	1	17	33	17	762	No_eS7_event	0	P39106	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/MNN1__P39106.pdb
PHO90	PHO90__TMD1	1	417	437	21	881	No_eS7_event	0	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
PHO90	PHO90__TMD2	2	456	476	21	881	4KR-specific	0	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
PHO90	PHO90__TMD3	3	493	513	21	881	No_eS7_event	0	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
PHO90	PHO90__TMD4	4	514	534	21	881	No_eS7_event	0	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
PHO90	PHO90__TMD5	5	539	559	21	881	No_eS7_event	0	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
PHO90	PHO90__TMD6	6	581	601	21	881	No_eS7_event	0	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
PHO90	PHO90__TMD7	7	663	683	21	881	No_eS7_event	0	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
PHO90	PHO90__TMD8	8	691	711	21	881	WT-lost	1	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
PHO90	PHO90__TMD9	9	718	738	21	881	No_eS7_event	0	P39535	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHO90__P39535.pdb
