gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	uniprot_accession	uniprot_gene_names	uniprot_protein_name	uniprot_length	alphafold_id	alphafold_pdb_url	alphafold_cif_url
MNN11	422	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9430634}; Single-pass type II membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9430634}.	Probable alpha-1,6-mannosyltransferase MNN11 (EC 2.4.1.-) (Mannan polymerase II complex MNN11 subunit) (M-Pol II subunit MNN11)	MNN11_YEAST	P46985	MNN11 YJL183W J0425	Probable alpha-1,6-mannosyltransferase MNN11 (EC 2.4.1.-) (Mannan polymerase II complex MNN11 subunit) (M-Pol II subunit MNN11)	422	AF-P46985-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P46985-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P46985-F1-model_v4.cif
MNN2	597	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	16.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:9756928}; Single-pass type II membrane protein {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:9756928}. Note=Golgi localization depends on SVP26.	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-) (Calcium resistance and vanadate sensitivity protein 4) (Mannan synthesis protein MNN2)	MNN2_YEAST	P38069	MNN2 CRV4 LDB8 TTP1 YBR015C YBR0220	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-) (Calcium resistance and vanadate sensitivity protein 4) (Mannan synthesis protein MNN2)	597	AF-P38069-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38069-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38069-F1-model_v4.cif
MNN4	1178	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:30842360}; Single-pass type II membrane protein {ECO:0000255}. Note=Endoplasmic reticulum exit to the Golgi apparatus requires SVP26 and MNN6. {ECO:0000269|PubMed:30842360}.	Mannosyltransferase regulator 4	MNN4_YEAST	P36044	MNN4 YKL201C YKL200C	Mannosyltransferase regulator 4	1178	AF-P36044-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P36044-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P36044-F1-model_v4.cif
MNN9	395	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	16.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11095735}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Golgi apparatus membrane {ECO:0000269|PubMed:9434768}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Note=Cis-Golgi (PubMed:9430634). Recycles between endoplasmic reticulum and Golgi (PubMed:11095735). {ECO:0000269|PubMed:11095735, ECO:0000269|PubMed:9430634}.	Mannan polymerase complexes subunit MNN9 (M-pol I subunit MNN9) (M-Pol II subunit MNN9)	MNN9_YEAST	P39107	MNN9 YPL050C P7102.01	Mannan polymerase complexes subunit MNN9 (M-pol I subunit MNN9) (M-Pol II subunit MNN9)	395	AF-P39107-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P39107-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P39107-F1-model_v4.cif
MNR2	969	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Manganese resistance protein MNR2	MNR2_YEAST	P35724	MNR2 YKL064W	Manganese resistance protein MNR2	969	AF-P35724-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P35724-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P35724-F1-model_v4.cif
MNS1	549	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein.	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (EC 3.2.1.209) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)	MNS1_YEAST	P32906	MNS1 YJR131W J2110	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (EC 3.2.1.209) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)	549	AF-P32906-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32906-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32906-F1-model_v4.cif
MNT2	558	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Alpha-1,3-mannosyltransferase MNT2 (EC 2.4.1.-)	MNT2_YEAST	P53059	MNT2 YGL257C NRD558	Alpha-1,3-mannosyltransferase MNT2 (EC 2.4.1.-)	558	AF-P53059-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53059-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53059-F1-model_v4.cif
MNT3	630	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Alpha-1,3-mannosyltransferase MNT3 (EC 2.4.1.-)	MNT3_YEAST	P40549	MNT3 YIL014W	Alpha-1,3-mannosyltransferase MNT3 (EC 2.4.1.-)	630	AF-P40549-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P40549-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P40549-F1-model_v4.cif
MNT4	580	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	19.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Probable alpha-1,3-mannosyltransferase MNT4 (EC 2.4.1.-)	MNT4_YEAST	P53745	MNT4 YNR059W N3514	Probable alpha-1,3-mannosyltransferase MNT4 (EC 2.4.1.-)	580	AF-P53745-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53745-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53745-F1-model_v4.cif
MPC1	130	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	23.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22628554, ECO:0000269|PubMed:22628558, ECO:0000269|PubMed:25672363, ECO:0000305|PubMed:14562095, ECO:0000305|PubMed:30979775}; Multi-pass membrane protein {ECO:0000255, ECO:0000269|PubMed:25672363}.	Mitochondrial pyruvate carrier 1 (MPC1) (Protein FMP37)	MPC1_YEAST	P53157	MPC1 FMP37 YGL080W	Mitochondrial pyruvate carrier 1 (MPC1) (Protein FMP37)	130	AF-P53157-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53157-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53157-F1-model_v4.cif
MPC2	129	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	17.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22628558, ECO:0000269|PubMed:25672363, ECO:0000305|PubMed:14562095, ECO:0000305|PubMed:30979775}; Multi-pass membrane protein {ECO:0000255}.	Mitochondrial pyruvate carrier 2 (MPC2)	MPC2_YEAST	P38857	MPC2 YHR162W	Mitochondrial pyruvate carrier 2 (MPC2)	129	AF-P38857-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38857-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38857-F1-model_v4.cif
MPC3	146	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	17.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22628558, ECO:0000269|PubMed:25672363, ECO:0000305|PubMed:14562095, ECO:0000305|PubMed:14576278, ECO:0000305|PubMed:30979775}; Multi-pass membrane protein {ECO:0000255}.	Mitochondrial pyruvate carrier 3 (MPC3) (Protein FMP43)	MPC3_YEAST	P53311	MPC3 FMP43 YGR243W G8620	Mitochondrial pyruvate carrier 3 (MPC3) (Protein FMP43)	146	AF-P53311-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53311-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53311-F1-model_v4.cif
MPH2	609	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein.	Alpha-glucosides permease MPH2 (Maltose transport protein 2)	MPH2_YEAST	P0CD99	MPH2 YDL247W	Alpha-glucosides permease MPH2 (Maltose transport protein 2)	609	AF-P0CD99-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P0CD99-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P0CD99-F1-model_v4.cif
MPH3	602	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein.	Alpha-glucosides permease MPH3 (Maltose transport protein 3)	MPH3_YEAST	P0CE00	MPH3 YJR160C J2400	Alpha-glucosides permease MPH3 (Maltose transport protein 3)	602	AF-P0CE00-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P0CE00-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P0CE00-F1-model_v4.cif
MPO1	174	4	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:25345524}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:25345524}.	2-hydroxy-palmitic acid dioxygenase MPO1 (EC 1.14.18.12) (Metabolism of phytosphingosine to odd-numbered fatty acids protein 1) (Metabolism of PHS to odd-numbered FA protein 1)	MPO1_YEAST	P25338	MPO1 YGL010W YGL021	2-hydroxy-palmitic acid dioxygenase MPO1 (EC 1.14.18.12) (Metabolism of phytosphingosine to odd-numbered fatty acids protein 1) (Metabolism of PHS to odd-numbered FA protein 1)	174	AF-P25338-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P25338-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P25338-F1-model_v4.cif
MPS2	387	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:10397772}; Single-pass membrane protein {ECO:0000269|PubMed:10397772}. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:10397772}.	Monopolar spindle protein 2	MPS2_YEAST	P53159	MPS2 MMC1 YGL075C	Monopolar spindle protein 2	387	AF-P53159-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53159-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53159-F1-model_v4.cif
MPS3	682	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:21518795, ECO:0000269|PubMed:22017544, ECO:0000269|PubMed:30141044, ECO:0000269|PubMed:30417519, ECO:0000269|PubMed:34586062}; Single-pass type II membrane protein {ECO:0000255}. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:12486115, ECO:0000269|PubMed:12493774, ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:22017544, ECO:0000269|PubMed:30141044}. Chromosome, telomere {ECO:0000269|PubMed:32967926}. Note=Localizes to the spindle pole body half bridge throughout the cell cycle (PubMed:15282802). Relocalizes from the spindle pole body to the nuclear envelope in meiosis, via the interaction with HTZ1 (PubMed:21518795, PubMed:22017544). The cohesin component REC8 promotes localization on nuclear envelope in mitotic cells (PubMed:30417519). {ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:21518795, ECO:0000269|PubMed:22017544, ECO:0000269|PubMed:30417519}.	Spindle pole body assembly component MPS3 (98 kDa nuclear envelope protein) (Monopolar spindle protein 3)	MPS3_YEAST	P47069	MPS3 NEP98 YJL019W J1310 J1315 YJL018W	Spindle pole body assembly component MPS3 (98 kDa nuclear envelope protein) (Monopolar spindle protein 3)	682	AF-P47069-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P47069-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P47069-F1-model_v4.cif
MRH1	320	7	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Mitochondrion. Bud. Note=Localized primarily to the plasma membrane. Also found at the buds.	Protein MRH1 (Membrane protein related to HSP30)	MRH1_YEAST	Q12117	MRH1 YDR033W YD9673.03	Protein MRH1 (Membrane protein related to HSP30)	320	AF-Q12117-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12117-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12117-F1-model_v4.cif
MRL1	381	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein.	Mannose 6-phosphate receptor-like protein 1	MRL1_YEAST	Q06815	MRL1 YPR079W	Mannose 6-phosphate receptor-like protein 1	381	AF-Q06815-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06815-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06815-F1-model_v4.cif
MRS2	470	2	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	18.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14562095, ECO:0000305|PubMed:23999289}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	MRS2_YEAST	Q01926	MRS2 YOR334W	Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	470	AF-Q01926-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q01926-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q01926-F1-model_v4.cif
MRS3	314	6	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	19.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial RNA-splicing protein MRS3	MRS3_YEAST	P10566	MRS3 YJL133W J0675	Mitochondrial RNA-splicing protein MRS3	314	AF-P10566-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P10566-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P10566-F1-model_v4.cif
MRS4	304	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	18.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial RNA-splicing protein MRS4	MRS4_YEAST	P23500	MRS4 YKR052C	Mitochondrial RNA-splicing protein MRS4	304	AF-P23500-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P23500-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P23500-F1-model_v4.cif
MRX10	414	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:23022099}; Single-pass membrane protein {ECO:0000255}.	MIOREX complex component 10 (Mitochondrial organization of gene expression protein 10)	MRX10_YEAST	Q05648	MRX10 YDR282C	MIOREX complex component 10 (Mitochondrial organization of gene expression protein 10)	414	AF-Q05648-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q05648-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q05648-F1-model_v4.cif
MRX11	207	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:26928762}. Mitochondrion inner membrane {ECO:0000269|PubMed:25683707}; Multi-pass membrane protein {ECO:0000255}.	MIOREX complex component 11 (Mitochondrial organization of gene expression protein 11)	MRX11_YEAST	Q03079	MRX11 YPL041C	MIOREX complex component 11 (Mitochondrial organization of gene expression protein 11)	207	AF-Q03079-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q03079-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q03079-F1-model_v4.cif
MRX4	430	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}. Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}.	MIOREX complex component 4 (Mitochondrial organization of gene expression protein 4)	MRX4_YEAST	Q12467	MRX4 YPL168W	MIOREX complex component 4 (Mitochondrial organization of gene expression protein 4)	430	AF-Q12467-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12467-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12467-F1-model_v4.cif
MRX9	420	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}. Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.	MIOREX complex component 9 (Mitochondrial organization of gene expression protein 9)	MRX9_YEAST	Q07349	MRX9 YDL027C D2800	MIOREX complex component 9 (Mitochondrial organization of gene expression protein 9)	420	AF-Q07349-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q07349-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q07349-F1-model_v4.cif
MSB2	1306	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15256499}; Single-pass membrane protein {ECO:0000269|PubMed:15256499}. Note=localized to polarized sites on the cell surface.	Signaling mucin MSB2 (Multicopy suppressor of bud emergence 2) (Osmosensor MSB2)	MSB2_YEAST	P32334	MSB2 YGR014W	Signaling mucin MSB2 (Multicopy suppressor of bud emergence 2) (Osmosensor MSB2)	1306	AF-P32334-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32334-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32334-F1-model_v4.cif
MSC2	724	14	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	21.0	0.5357142857142857	0.0714285714285714	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}. Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Probable zinc transporter MSC2 (Meiotic sister chromatid recombination protein 2)	MSC2_YEAST	Q03455	MSC2 YDR205W YD8142.02	Probable zinc transporter MSC2 (Meiotic sister chromatid recombination protein 2)	724	AF-Q03455-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q03455-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q03455-F1-model_v4.cif
MSP1	362	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	16.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:24843043, ECO:0000269|PubMed:28906250, ECO:0000269|PubMed:31445887, ECO:0000269|PubMed:8226973, ECO:0000305|PubMed:24821790}; Single-pass membrane protein {ECO:0000255}. Peroxisome membrane {ECO:0000269|PubMed:24821790, ECO:0000269|PubMed:24843043, ECO:0000269|PubMed:28906250}; Single-pass membrane protein {ECO:0000255}.	Outer mitochondrial transmembrane helix translocase (EC 7.4.2.-) (Mitochondrial sorting of proteins) (Tat-binding homolog 4)	MSP1_YEAST	P28737	MSP1 YTA4 YGR028W	Outer mitochondrial transmembrane helix translocase (EC 7.4.2.-) (Mitochondrial sorting of proteins) (Tat-binding homolog 4)	362	AF-P28737-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P28737-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P28737-F1-model_v4.cif
MST27	234	2	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:12101299, ECO:0000269|PubMed:12925749}. Golgi apparatus {ECO:0000269|PubMed:12925749}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000269|PubMed:12925749}; Multi-pass membrane protein {ECO:0000269|PubMed:12925749}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:12925749}; Multi-pass membrane protein {ECO:0000269|PubMed:12925749}.	Multicopy suppressor of SEC21 protein 27 (DUP240 protein MST27) (Protein DUP2)	MST27_YEAST	P53176	MST27 DUP2 YGL051W	Multicopy suppressor of SEC21 protein 27 (DUP240 protein MST27) (Protein DUP2)	234	AF-P53176-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53176-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53176-F1-model_v4.cif
MST28	234	2	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:12101299, ECO:0000269|PubMed:12925749}. Golgi apparatus {ECO:0000269|PubMed:12925749}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000269|PubMed:12925749}; Multi-pass membrane protein {ECO:0000269|PubMed:12925749}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:12925749}; Multi-pass membrane protein {ECO:0000269|PubMed:12925749}.	Multicopy suppressor of SEC21 protein 28 (DUP240 protein MST28)	MST28_YEAST	P39552	MST28 YAR033W FUN59	Multicopy suppressor of SEC21 protein 28 (DUP240 protein MST28)	234	AF-P39552-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P39552-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P39552-F1-model_v4.cif
MTC4	694	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:14562095}. Note=Punctate pattern.	Maintenance of telomere capping protein 4	MTC4_YEAST	P38335	MTC4 YBR255W YBR1723	Maintenance of telomere capping protein 4	694	AF-P38335-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38335-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38335-F1-model_v4.cif
MTC6	526	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	Maintenance of telomere capping protein 6	MTC6_YEAST	P38849	MTC6 YHR151C	Maintenance of telomere capping protein 6	526	AF-P38849-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38849-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38849-F1-model_v4.cif
MTC7	139	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Maintenance of telomere capping protein 7	MTC7_YEAST	P32633	MTC7 YEL033W SYGP-ORF22	Maintenance of telomere capping protein 7	139	AF-P32633-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32633-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32633-F1-model_v4.cif
MTL1	551	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	Protein MTL1 (MID two-like protein 1)	MTL1_YEAST	P53214	MTL1 YGR023W	Protein MTL1 (MID two-like protein 1)	551	AF-P53214-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53214-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53214-F1-model_v4.cif
MTM1	366	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	20.666666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Mitochondrial carrier protein MTM1 (Manganese trafficking factor for mitochondrial SOD2)	MTM1_YEAST	P53320	MTM1 YGR257C G9175	Mitochondrial carrier protein MTM1 (Manganese trafficking factor for mitochondrial SOD2)	366	AF-P53320-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53320-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53320-F1-model_v4.cif
MUM3	479	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Protein MUM3 (Muddled meiosis protein 3)	MUM3_YEAST	Q08750	MUM3 YOR298W	Protein MUM3 (Muddled meiosis protein 3)	479	AF-Q08750-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q08750-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q08750-F1-model_v4.cif
