gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name
MID1	548	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14729456, ECO:0000269|PubMed:16202999, ECO:0000269|PubMed:7526155}; Single-pass type I membrane protein {ECO:0000255}. Note=Trafficking to the plasma membrane is dependent on the N-glycosylation and the transporter protein SEC12. {ECO:0000269|PubMed:16202999}.	Stretch-activated cation channel MID1 (Mating pheromone-induced death protein 2)	MID1_YEAST
MID2	376	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10330137, ECO:0000269|PubMed:10348843, ECO:0000269|PubMed:13679573, ECO:0000269|PubMed:14562095}; Single-pass type I membrane protein {ECO:0000269|PubMed:10330137, ECO:0000269|PubMed:10348843, ECO:0000269|PubMed:13679573, ECO:0000269|PubMed:14562095}. Note=Localizes uniformly around the cell periphery. Also localized to the mother-bud junction.	Cell wall integrity sensor MID2 (Mating pheromone-induced death protein 2) (Protein kinase A interference protein 1) (Serine-rich multicopy suppressor protein 1)	MID2_YEAST
MIL1	1073	5	1	1	2	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:26658609}; Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:26658609}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000269|PubMed:26658609}; Multi-pass membrane protein {ECO:0000255}.	Probable lipase MIL1 (EC 3.1.1.-) (Medium adaptin-interacting ligand 1)	MIL1_YEAST
MIM1	113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:15326197, ECO:0000269|PubMed:15608614}.	Mitochondrial import protein 1 (Mitochondrial 13 kDa outer membrane protein)	MIM1_YEAST
MIM2	87	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:22467864}; Single-pass membrane protein {ECO:0000255}.	Mitochondrial import protein 2	MIM2_YEAST
MIR1	311	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial phosphate carrier protein (Mitochondrial import receptor) (Phosphate transport protein) (PTP) (mPic 1) (p32) [Cleaved into: Mitochondrial phosphate carrier protein, N-terminally processed]	MPCP_YEAST
MME1	368	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	20.666666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:25585246}; Multi-pass membrane protein {ECO:0000255}.	Mitochondrial magnesium exporter 1	MME1_YEAST
MMM1	426	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03103, ECO:0000269|PubMed:11266455, ECO:0000269|PubMed:12972421, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:14981098, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:19556461, ECO:0000269|PubMed:22250200, ECO:0000269|PubMed:8089172}; Single-pass type I membrane protein {ECO:0000255|HAMAP-Rule:MF_03103, ECO:0000269|PubMed:11266455, ECO:0000269|PubMed:12972421, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:14981098, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:19556461, ECO:0000269|PubMed:8089172}. Note=The ERMES/MDM complex localizes to a few discrete foci (around 10 per single cell), that represent mitochondria-endoplasmic reticulum junctions. These foci are often found next to mtDNA nucleoids. {ECO:0000255|HAMAP-Rule:MF_03103}.	Maintenance of mitochondrial morphology protein 1 (Mitochondrial outer membrane protein MMM1) (Yeast mitochondrial escape protein 6)	MMM1_YEAST
MMP1	583	12	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	20.833333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}. Endoplasmic reticulum {ECO:0000269|PubMed:14562095}.	S-methylmethionine permease 1	MMP1_YEAST
MMT1	510	6	2	1	2	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:9353309}; Multi-pass membrane protein {ECO:0000269|PubMed:9353309}.	Mitochondrial metal transporter 1	MMT1_YEAST
MMT2	484	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9353309}; Multi-pass membrane protein {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9353309}.	Mitochondrial metal transporter 2	MMT2_YEAST
MNL2	849	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21971548}; Single-pass type II membrane protein {ECO:0000269|PubMed:21971548}.	Putative endoplasmic reticulum mannosidase MNL2 (EC 3.2.1.-) (Mannosidase-like protein 2)	MNL2_YEAST
MNN1	762	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Alpha-1,3-mannosyltransferase MNN1 (EC 2.4.1.-)	MNN1_YEAST
MNN10	393	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein. Golgi apparatus, cis-Golgi network membrane; Single-pass type II membrane protein.	Probable alpha-1,6-mannosyltransferase MNN10 (EC 2.4.1.-) (Bud emergence delay protein 1) (Mannan polymerase II complex MNN10 subunit) (M-Pol II subunit MNN10)	MNN10_YEAST
MNN11	422	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9430634}; Single-pass type II membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9430634}.	Probable alpha-1,6-mannosyltransferase MNN11 (EC 2.4.1.-) (Mannan polymerase II complex MNN11 subunit) (M-Pol II subunit MNN11)	MNN11_YEAST
MNN2	597	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	16.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:9756928}; Single-pass type II membrane protein {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:9756928}. Note=Golgi localization depends on SVP26.	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-) (Calcium resistance and vanadate sensitivity protein 4) (Mannan synthesis protein MNN2)	MNN2_YEAST
MNN4	1178	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:30842360}; Single-pass type II membrane protein {ECO:0000255}. Note=Endoplasmic reticulum exit to the Golgi apparatus requires SVP26 and MNN6. {ECO:0000269|PubMed:30842360}.	Mannosyltransferase regulator 4	MNN4_YEAST
MNN9	395	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	16.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11095735}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Golgi apparatus membrane {ECO:0000269|PubMed:9434768}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Note=Cis-Golgi (PubMed:9430634). Recycles between endoplasmic reticulum and Golgi (PubMed:11095735). {ECO:0000269|PubMed:11095735, ECO:0000269|PubMed:9430634}.	Mannan polymerase complexes subunit MNN9 (M-pol I subunit MNN9) (M-Pol II subunit MNN9)	MNN9_YEAST
MNR2	969	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Manganese resistance protein MNR2	MNR2_YEAST
MNS1	549	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein.	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (EC 3.2.1.209) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)	MNS1_YEAST
MNT2	558	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Alpha-1,3-mannosyltransferase MNT2 (EC 2.4.1.-)	MNT2_YEAST
MNT3	630	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Alpha-1,3-mannosyltransferase MNT3 (EC 2.4.1.-)	MNT3_YEAST
MNT4	580	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	19.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Probable alpha-1,3-mannosyltransferase MNT4 (EC 2.4.1.-)	MNT4_YEAST
MPC1	130	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	23.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22628554, ECO:0000269|PubMed:22628558, ECO:0000269|PubMed:25672363, ECO:0000305|PubMed:14562095, ECO:0000305|PubMed:30979775}; Multi-pass membrane protein {ECO:0000255, ECO:0000269|PubMed:25672363}.	Mitochondrial pyruvate carrier 1 (MPC1) (Protein FMP37)	MPC1_YEAST
MPC2	129	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	17.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22628558, ECO:0000269|PubMed:25672363, ECO:0000305|PubMed:14562095, ECO:0000305|PubMed:30979775}; Multi-pass membrane protein {ECO:0000255}.	Mitochondrial pyruvate carrier 2 (MPC2)	MPC2_YEAST
MPC3	146	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	17.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22628558, ECO:0000269|PubMed:25672363, ECO:0000305|PubMed:14562095, ECO:0000305|PubMed:14576278, ECO:0000305|PubMed:30979775}; Multi-pass membrane protein {ECO:0000255}.	Mitochondrial pyruvate carrier 3 (MPC3) (Protein FMP43)	MPC3_YEAST
MPH2	609	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein.	Alpha-glucosides permease MPH2 (Maltose transport protein 2)	MPH2_YEAST
MPH3	602	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein.	Alpha-glucosides permease MPH3 (Maltose transport protein 3)	MPH3_YEAST
MPO1	174	4	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:25345524}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:25345524}.	2-hydroxy-palmitic acid dioxygenase MPO1 (EC 1.14.18.12) (Metabolism of phytosphingosine to odd-numbered fatty acids protein 1) (Metabolism of PHS to odd-numbered FA protein 1)	MPO1_YEAST
MPS2	387	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:10397772}; Single-pass membrane protein {ECO:0000269|PubMed:10397772}. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:10397772}.	Monopolar spindle protein 2	MPS2_YEAST
MPS3	682	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:21518795, ECO:0000269|PubMed:22017544, ECO:0000269|PubMed:30141044, ECO:0000269|PubMed:30417519, ECO:0000269|PubMed:34586062}; Single-pass type II membrane protein {ECO:0000255}. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body {ECO:0000269|PubMed:12486115, ECO:0000269|PubMed:12493774, ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:22017544, ECO:0000269|PubMed:30141044}. Chromosome, telomere {ECO:0000269|PubMed:32967926}. Note=Localizes to the spindle pole body half bridge throughout the cell cycle (PubMed:15282802). Relocalizes from the spindle pole body to the nuclear envelope in meiosis, via the interaction with HTZ1 (PubMed:21518795, PubMed:22017544). The cohesin component REC8 promotes localization on nuclear envelope in mitotic cells (PubMed:30417519). {ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:21518795, ECO:0000269|PubMed:22017544, ECO:0000269|PubMed:30417519}.	Spindle pole body assembly component MPS3 (98 kDa nuclear envelope protein) (Monopolar spindle protein 3)	MPS3_YEAST
MRH1	320	7	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Mitochondrion. Bud. Note=Localized primarily to the plasma membrane. Also found at the buds.	Protein MRH1 (Membrane protein related to HSP30)	MRH1_YEAST
MRL1	381	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein.	Mannose 6-phosphate receptor-like protein 1	MRL1_YEAST
MRS2	470	2	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	18.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14562095, ECO:0000305|PubMed:23999289}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2)	MRS2_YEAST
MRS3	314	6	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	19.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial RNA-splicing protein MRS3	MRS3_YEAST
MRS4	304	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	18.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial RNA-splicing protein MRS4	MRS4_YEAST
MRX10	414	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:23022099}; Single-pass membrane protein {ECO:0000255}.	MIOREX complex component 10 (Mitochondrial organization of gene expression protein 10)	MRX10_YEAST
MRX11	207	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:26928762}. Mitochondrion inner membrane {ECO:0000269|PubMed:25683707}; Multi-pass membrane protein {ECO:0000255}.	MIOREX complex component 11 (Mitochondrial organization of gene expression protein 11)	MRX11_YEAST
MRX4	430	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}. Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}.	MIOREX complex component 4 (Mitochondrial organization of gene expression protein 4)	MRX4_YEAST
MRX9	420	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}. Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.	MIOREX complex component 9 (Mitochondrial organization of gene expression protein 9)	MRX9_YEAST
MSB2	1306	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15256499}; Single-pass membrane protein {ECO:0000269|PubMed:15256499}. Note=localized to polarized sites on the cell surface.	Signaling mucin MSB2 (Multicopy suppressor of bud emergence 2) (Osmosensor MSB2)	MSB2_YEAST
MSC2	724	14	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	21.0	0.5357142857142857	0.0714285714285714	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}. Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Probable zinc transporter MSC2 (Meiotic sister chromatid recombination protein 2)	MSC2_YEAST
MSP1	362	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	16.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:24843043, ECO:0000269|PubMed:28906250, ECO:0000269|PubMed:31445887, ECO:0000269|PubMed:8226973, ECO:0000305|PubMed:24821790}; Single-pass membrane protein {ECO:0000255}. Peroxisome membrane {ECO:0000269|PubMed:24821790, ECO:0000269|PubMed:24843043, ECO:0000269|PubMed:28906250}; Single-pass membrane protein {ECO:0000255}.	Outer mitochondrial transmembrane helix translocase (EC 7.4.2.-) (Mitochondrial sorting of proteins) (Tat-binding homolog 4)	MSP1_YEAST
MST27	234	2	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:12101299, ECO:0000269|PubMed:12925749}. Golgi apparatus {ECO:0000269|PubMed:12925749}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000269|PubMed:12925749}; Multi-pass membrane protein {ECO:0000269|PubMed:12925749}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:12925749}; Multi-pass membrane protein {ECO:0000269|PubMed:12925749}.	Multicopy suppressor of SEC21 protein 27 (DUP240 protein MST27) (Protein DUP2)	MST27_YEAST
MST28	234	2	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:12101299, ECO:0000269|PubMed:12925749}. Golgi apparatus {ECO:0000269|PubMed:12925749}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000269|PubMed:12925749}; Multi-pass membrane protein {ECO:0000269|PubMed:12925749}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:12925749}; Multi-pass membrane protein {ECO:0000269|PubMed:12925749}.	Multicopy suppressor of SEC21 protein 28 (DUP240 protein MST28)	MST28_YEAST
MTC4	694	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:14562095}. Note=Punctate pattern.	Maintenance of telomere capping protein 4	MTC4_YEAST
MTC6	526	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	Maintenance of telomere capping protein 6	MTC6_YEAST
MTC7	139	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Maintenance of telomere capping protein 7	MTC7_YEAST
MTL1	551	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	Protein MTL1 (MID two-like protein 1)	MTL1_YEAST
MTM1	366	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	20.666666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Mitochondrial carrier protein MTM1 (Manganese trafficking factor for mitochondrial SOD2)	MTM1_YEAST
MUM3	479	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Protein MUM3 (Muddled meiosis protein 3)	MUM3_YEAST
MUP1	574	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	High-affinity methionine permease	MUP1_YEAST
MUP3	546	13	4	1	7	1	2	1	1	1	0	1	0	0	0	0	0	0	1	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Low-affinity methionine permease	MUP3_YEAST
NAG1	163	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Localizes to the cell periphery under conditions of vegetative growth. {ECO:0000269|PubMed:18310357}.	Protein NAG1 (Nested antisense gene 1 protein)	NAG1_YEAST
NCA2	616	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.	Nuclear control of ATPase protein 2	NCA2_YEAST
NCE101	53	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Non-classical export protein 1	NCE1_YEAST
NCE102	173	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	20.75	0.625	0.25	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10716729, ECO:0000269|PubMed:12469340, ECO:0000269|PubMed:19064668, ECO:0000269|PubMed:19564405, ECO:0000269|PubMed:20581291}; Multi-pass membrane protein {ECO:0000269|PubMed:10716729, ECO:0000269|PubMed:12469340, ECO:0000269|PubMed:19064668, ECO:0000269|PubMed:19564405, ECO:0000269|PubMed:20581291}. Note=Associates with the ergosterol-rich membrane compartment of CAN1 (MCC). Accumulates in membrane domains at eisosomes.	Non-classical export protein 2	NCE2_YEAST
NCP1	691	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9468503}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}. Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16407407}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}. Cell membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:9368374}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}.	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	NCPR_YEAST
NCR1	1170	13	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14970192, ECO:0000269|PubMed:15522102}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14970192, ECO:0000269|PubMed:15522102}.	NPC intracellular sterol transporter 1-related protein 1 (Niemann-Pick type C-related protein 1)	NPC1_YEAST
