gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	tmd_length_median	tmd_length_std	tmd_length_min	tmd_length_max	relative_position_std	first_tmd_position	last_tmd_position	tmd_density	tmd_aa_fraction	mean_tmd_gap	max_tmd_gap	protein_hydrophobicity_mean	protein_aromatic_fraction	protein_positive_fraction	protein_negative_fraction	protein_KR_fraction	protein_DE_fraction	protein_charge_balance_pos_minus_neg	tmd_hydrophobicity_mean	tmd_hydrophobicity_std	tmd_hydrophobicity_min	tmd_hydrophobicity_max	tmd_aromatic_fraction_mean	tmd_aromatic_fraction_std	tmd_positive_fraction_mean	tmd_positive_fraction_std	tmd_negative_fraction_mean	tmd_negative_fraction_std	tmd_charge_balance_mean	tmd_charge_balance_std
NCR1	1170	13	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14970192, ECO:0000269|PubMed:15522102}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14970192, ECO:0000269|PubMed:15522102}.	NPC intracellular sterol transporter 1-related protein 1 (Niemann-Pick type C-related protein 1)	NPC1_YEAST	21.0	0.0	21.0	21.0	0.28781979898261095	0.0769230769230769	1.0	0.011111111111111112	0.23333333333333334	51.75	227.0	0.11247863247863245	0.12905982905982907	0.09487179487179487	0.1094017094017094	0.08461538461538462	0.1094017094017094	-0.014529914529914534	2.0003663003663004	0.42914272682600085	1.1000000000000003	2.6809523809523803	0.14652014652014653	0.09607968533775824	0.018315018315018312	0.029758382434563958	0.02564102564102564	0.030205902019177	-0.007326007326007326	0.04111711414037298
NDC1	655	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	20.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}. Nucleus membrane; Multi-pass membrane protein. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Note=Central core structure of the nuclear pore complex. Spindle pole body, central plaque.	Nucleoporin NDC1 (Nuclear division cycle protein 1) (Nuclear pore protein NDC1)	NDC1_YEAST	21.0	0.3726779962499649	20.0	21.0	0.28463752127665554	0.1666666666666666	1.0	0.00916030534351145	0.19083969465648856	17.4	60.0	0.005343511450381723	0.10381679389312977	0.12061068702290076	0.09312977099236641	0.10076335877862595	0.09312977099236641	0.027480916030534347	1.921190476190476	0.5073506355791076	0.97	2.4666666666666663	0.14444444444444446	0.05645529918659917	0.01626984126984127	0.023019293670274884	0.007936507936507936	0.01774657124999833	0.008333333333333333	0.033212650013771314
NEJ1	342	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Non-homologous end-joining protein 1	NHEJ1_YEAST	21.0	0.0	21.0	21.0	0.25	0.5	1.0	0.005847953216374269	0.12280701754385964	81.0	81.0	-0.4374269005847954	0.07602339181286549	0.14619883040935672	0.12573099415204678	0.13157894736842105	0.12573099415204678	0.02046783625730994	1.8047619047619048	0.29047619047619055	1.5142857142857142	2.0952380952380953	0.07142857142857142	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.0	0.0	0.023809523809523808	0.023809523809523808
NEM1	446	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9822591}; Single-pass membrane protein {ECO:0000269|PubMed:9822591}. Nucleus membrane {ECO:0000269|PubMed:9822591}; Single-pass membrane protein {ECO:0000269|PubMed:9822591}.	Nuclear envelope morphology protein 1 (EC 3.1.3.16)	NEM1_YEAST	17.0	0.0	17.0	17.0	0.0	1.0	1.0	0.002242152466367713	0.03811659192825112	0.0	0.0	-0.47488789237668155	0.08071748878923767	0.16143497757847533	0.11883408071748879	0.1367713004484305	0.11883408071748879	0.042600896860986545	2.241176470588235	0.0	2.241176470588235	2.241176470588235	0.11764705882352941	0.0	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.0
NEO1	1151	11	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:12631737, ECO:0000269|PubMed:15314152, ECO:0000269|PubMed:31786280}; Multi-pass membrane protein {ECO:0000269|PubMed:15314152}. Golgi apparatus membrane {ECO:0000269|PubMed:12960419, ECO:0000269|PubMed:15314152, ECO:0000269|PubMed:31786280, ECO:0000269|PubMed:34645814}; Multi-pass membrane protein {ECO:0000269|PubMed:15314152}.	Phospholipid-transporting ATPase NEO1 (EC 7.6.2.1)	ATC7_YEAST	21.0	0.0	21.0	21.0	0.2874797872880345	0.0909090909090909	1.0	0.009556907037358819	0.20069504778453517	71.5	488.0	-0.12467419635099916	0.09383145091225022	0.1268462206776716	0.1155516941789748	0.10165073848827107	0.1155516941789748	0.011294526498696791	1.5727272727272725	0.3531061387223756	1.0095238095238095	2.1571428571428566	0.17316017316017315	0.0819086057507554	0.017316017316017316	0.02290693775813498	0.0303030303030303	0.03673281980189857	-0.012987012987012986	0.04106854104114778
NFT1	1218	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.5	0.53125	0.0625	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	ABC transporter NFT1 (New full-length MRP-type transporter 1)	NFT1_YEAST	21.0	0.8660254037844386	21.0	23.0	0.2881107642904027	0.0625	1.0	0.013136288998357963	0.2824302134646962	56.333333333333336	348.0	0.1440886699507389	0.11822660098522167	0.11822660098522167	0.090311986863711	0.10837438423645321	0.090311986863711	0.027914614121510667	1.4892857142857143	0.31332866502936724	0.9391304347826086	1.9761904761904763	0.1860766045548654	0.07359322026183732	0.03791407867494824	0.029222254369132665	0.02355072463768116	0.03350324959097272	0.01436335403726708	0.05126820739041804
NHA1	985	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P36606}; Multi-pass membrane protein {ECO:0000305}.	Na(+)/H(+) antiporter	NAH1_YEAST	21.0	0.0	21.0	21.0	0.28767104412788863	0.0833333333333333	1.0	0.012182741116751269	0.25583756345177666	15.181818181818182	29.0	-0.32365482233502535	0.07614213197969544	0.13096446700507614	0.1401015228426396	0.116751269035533	0.1401015228426396	-0.009137055837563468	1.7202380952380951	0.4371890429313838	0.7047619047619047	2.4190476190476193	0.14682539682539683	0.06861752565789914	0.023809523809523808	0.023809523809523805	0.031746031746031744	0.02969569354582493	-0.007936507936507936	0.038062154946926344
NHX1	633	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20.846153846153847	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Endosome membrane; Multi-pass membrane protein. Prevacuolar compartment membrane; Multi-pass membrane protein.	Endosomal/prevacuolar sodium/hydrogen exchanger (Endosomal/prevacuolar Na(+)/H(+) exchanger) (Vacuolar protein sorting-associated protein 44)	NHX1_YEAST	21.0	0.532938710021193	20.0	22.0	0.28781979898261095	0.0769230769230769	1.0	0.020537124802527645	0.42812006319115326	12.166666666666666	34.0	0.38483412322274874	0.11216429699842022	0.0679304897314376	0.09320695102685624	0.05529225908372828	0.09320695102685624	-0.025276461295418634	1.5807375957375962	0.6657847654006763	0.635	2.623809523809524	0.14891774891774892	0.06674289961801064	0.030036630036630037	0.036030812994334055	0.029686979686979684	0.04453584100800484	0.00034965034965034976	0.05668768061557161
NNF2	936	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein NNF2	NNF2_YEAST	21.0	0.0	21.0	21.0	0.2721655269759087	0.3333333333333333	1.0	0.003205128205128205	0.0673076923076923	81.0	104.0	-0.4247863247863248	0.09722222222222222	0.1452991452991453	0.10790598290598291	0.11858974358974358	0.10790598290598291	0.0373931623931624	1.8111111111111111	0.4332432024412815	1.2047619047619047	2.1904761904761902	0.2222222222222222	0.05939138709164986	0.06349206349206349	0.02244783432338246	0.015873015873015872	0.022447834323382456	0.047619047619047616	0.038880789567986955
NPP1	742	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Ectonucleotide pyrophosphatase/phosphodiesterase 1 (E-NPP 1) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	NPP1_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.0013477088948787063	0.02830188679245283	0.0	0.0	-0.5332884097035041	0.11590296495956873	0.1078167115902965	0.16846361185983827	0.07816711590296496	0.16846361185983827	-0.06064690026954177	2.2333333333333334	0.0	2.2333333333333334	2.2333333333333334	0.19047619047619047	0.0	0.047619047619047616	0.0	0.0	0.0	0.047619047619047616	0.0
NPP2	493	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Ectonucleotide pyrophosphatase/phosphodiesterase 2 (E-NPP 2) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	NPP2_YEAST	17.0	0.0	17.0	17.0	0.0	1.0	1.0	0.002028397565922921	0.034482758620689655	0.0	0.0	-0.3466531440162272	0.12373225152129817	0.13184584178498987	0.13387423935091278	0.10141987829614604	0.13387423935091278	-0.002028397565922907	2.658823529411765	0.0	2.658823529411765	2.658823529411765	0.058823529411764705	0.0	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.0
NRT1	598	11	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	Nicotinamide riboside transporter 1 (Thiamine transport protein 71)	NRT1_YEAST	21.0	0.0	21.0	21.0	0.2874797872880345	0.0909090909090909	1.0	0.01839464882943144	0.3862876254180602	22.6	78.0	0.24749163879598657	0.16387959866220736	0.08528428093645485	0.06354515050167224	0.06688963210702341	0.06354515050167224	0.021739130434782608	1.4406926406926406	0.6015727467912567	0.3047619047619048	2.142857142857143	0.20346320346320346	0.10568446420548659	0.017316017316017316	0.041971254176764755	0.008658008658008658	0.018366409900949288	0.008658008658008658	0.04897709306919809
NSG1	291	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16270032}; Multi-pass membrane protein {ECO:0000269|PubMed:16270032}.	Protein NSG1 (INSIG homolog 1)	NSG1_YEAST	21.0	0.0	21.0	21.0	0.2795084971874737	0.25	1.0	0.013745704467353952	0.28865979381443296	34.0	53.0	0.2848797250859107	0.13745704467353953	0.10309278350515463	0.07216494845360824	0.08934707903780069	0.07216494845360824	0.030927835051546393	1.8261904761904761	0.39183127240145843	1.4857142857142858	2.4476190476190474	0.2619047619047619	0.09816918156232524	0.0	0.0	0.047619047619047616	0.03367175148507369	-0.047619047619047616	0.03367175148507369
NSG2	299	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16270032}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16270032}.	Protein NSG2 (INSIG homolog 2)	NSG2_YEAST	21.0	0.0	21.0	21.0	0.2795084971874737	0.25	1.0	0.013377926421404682	0.2809364548494983	32.333333333333336	55.0	0.023745819397993244	0.10702341137123746	0.11705685618729098	0.0903010033444816	0.08361204013377926	0.0903010033444816	0.026755852842809374	1.3369047619047618	0.34876482730043873	1.0809523809523807	1.9380952380952383	0.19047619047619047	0.08247860988423225	0.023809523809523808	0.041239304942116126	0.05952380952380952	0.020619652471058063	-0.03571428571428571	0.05189165408976992
NTE1	1679	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15044461}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15044461}. Lipid droplet {ECO:0000269|PubMed:24868093}.	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B) (Neuropathy target esterase homolog)	NTE1_YEAST	21.0	0.0	21.0	21.0	0.25	0.5	1.0	0.0011911852293031567	0.02501488981536629	33.0	33.0	-0.3230494341870161	0.08576533650982728	0.12983918999404406	0.09767718880285885	0.10005955926146516	0.09767718880285885	0.032162001191185216	1.7	0.7190476190476189	0.980952380952381	2.419047619047619	0.26190476190476186	0.023809523809523808	0.0	0.0	0.0	0.0	0.0	0.0
NUR1	484	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Nuclear rim protein 1	NUR1_YEAST	21.0	0.0	21.0	21.0	0.25	0.5	1.0	0.004132231404958678	0.08677685950413223	86.0	86.0	-0.5097107438016528	0.1384297520661157	0.15289256198347106	0.1115702479338843	0.13016528925619836	0.1115702479338843	0.041322314049586764	1.6595238095238094	0.169047619047619	1.4904761904761905	1.8285714285714285	0.23809523809523808	0.047619047619047616	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.0	0.047619047619047616
NUS1	375	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Lipid droplet {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:11086160, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14690591}. Nucleus membrane {ECO:0000269|PubMed:14690591}; Single-pass membrane protein {ECO:0000305}.	Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Nuclear undecaprenyl pyrophosphate synthase 1)	UPPS_YEAST	23.0	0.0	23.0	23.0	0.0	1.0	1.0	0.0026666666666666666	0.06133333333333333	0.0	0.0	-0.3469333333333333	0.08533333333333333	0.14933333333333335	0.13333333333333333	0.128	0.13333333333333333	0.016000000000000014	1.1304347826086953	0.0	1.1304347826086953	1.1304347826086953	0.391304347826087	0.0	0.08695652173913043	0.0	0.0	0.0	0.08695652173913043	0.0
NVJ1	321	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000269|PubMed:10888680, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15367582, ECO:0000269|PubMed:16912077}; Single-pass membrane protein {ECO:0000269|PubMed:10888680, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15367582, ECO:0000269|PubMed:16912077}.	Nucleus-vacuole junction protein 1	NVJ1_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.003115264797507788	0.06542056074766354	0.0	0.0	-0.7560747663551403	0.059190031152647975	0.14953271028037382	0.17445482866043613	0.1277258566978193	0.17445482866043613	-0.024922118380062308	2.0904761904761906	0.0	2.0904761904761906	2.0904761904761906	0.14285714285714285	0.0	0.0	0.0	0.047619047619047616	0.0	-0.047619047619047616	0.0
NVJ2	770	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass type II membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000269|PubMed:22250200}; Single-pass type II membrane protein {ECO:0000305}. Note=Enriched at the nucleus-vacuole junction where it becomes increasingly concentrated as cells enter into the late-logarithmic growth phase (PubMed:22250200). During endoplasmic reticulum (ER) stress, localizes to ER-Golgi contacts (PubMed:28011845). {ECO:0000269|PubMed:22250200, ECO:0000269|PubMed:28011845}.	Nucleus-vacuole junction protein 2	NVJ2_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.0012987012987012987	0.02727272727272727	0.0	0.0	-0.6133766233766234	0.08181818181818182	0.15324675324675324	0.13506493506493505	0.13636363636363635	0.13506493506493505	0.018181818181818188	2.3238095238095235	0.0	2.3238095238095235	2.3238095238095235	0.19047619047619047	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NYV1	253	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Single-pass type IV membrane protein {ECO:0000269|PubMed:14562095}.	Vacuolar v-SNARE NYV1 (R-SNARE NYV1) (New v-SNARE 1) (Synaptobrevin NYV1)	NYV1_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.003952569169960474	0.08300395256916997	0.0	0.0	-0.2138339920948617	0.09881422924901186	0.11067193675889328	0.11462450592885376	0.09486166007905138	0.11462450592885376	-0.003952569169960479	2.295238095238095	0.0	2.295238095238095	2.295238095238095	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAC1	324	6	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	21.166666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Mitochondrial oxaloacetate transport protein (Mitochondrial carrier protein PMT)	OAC1_YEAST	21.0	0.3726779962499649	21.0	22.0	0.28463752127665554	0.1666666666666666	1.0	0.018518518518518517	0.39197530864197533	30.6	40.0	0.13703703703703704	0.08333333333333333	0.12037037037037036	0.06481481481481481	0.10493827160493827	0.06481481481481481	0.05555555555555555	1.0303751803751806	0.631418556441629	0.10000000000000005	1.861904761904762	0.08585858585858586	0.047907865226649436	0.046536796536796536	0.05313327458946431	0.023809523809523808	0.023809523809523808	0.022727272727272724	0.06964350884500506
OCH1	480	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	15.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14676282, ECO:0000269|PubMed:1628616}; Single-pass type II membrane protein {ECO:0000269|PubMed:8601597, ECO:0000303|PubMed:1628616}. Golgi apparatus membrane {ECO:0000269|PubMed:14676282, ECO:0000269|PubMed:15229219, ECO:0000269|PubMed:1628616}; Single-pass type II membrane protein {ECO:0000303|PubMed:1628616}. Note=Is recycled between the trans-Golgi network and a late compartment of the endoplasmic reticulum. {ECO:0000269|PubMed:14676282}.	Initiation-specific alpha-1,6-mannosyltransferase (EC 2.4.1.232) (Outer chain elongation protein 1)	OCH1_YEAST	15.0	0.0	15.0	15.0	0.0	1.0	1.0	0.0020833333333333333	0.03125	0.0	0.0	-0.5191666666666667	0.10625	0.13958333333333334	0.11666666666666667	0.11666666666666667	0.11666666666666667	0.02291666666666667	2.3599999999999994	0.0	2.3599999999999994	2.3599999999999994	0.13333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ODC1	310	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	20.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial 2-oxodicarboxylate carrier 1	ODC1_YEAST	21.0	0.3726779962499649	20.0	21.0	0.28463752127665554	0.1666666666666666	1.0	0.01935483870967742	0.4032258064516129	33.6	48.0	0.11967741935483872	0.1064516129032258	0.14193548387096774	0.06774193548387097	0.12903225806451613	0.06774193548387097	0.07419354838709677	1.0255555555555556	0.5119835056945687	0.019999999999999973	1.4428571428571426	0.12738095238095237	0.06496917694673998	0.05714285714285714	0.07273929674533079	0.05595238095238095	0.017590603380398015	0.0011904761904761956	0.07996302528007902
ODC2	307	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	20.833333333333332	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial 2-oxodicarboxylate carrier 2	ODC2_YEAST	21.0	0.3726779962499649	20.0	21.0	0.28463752127665554	0.1666666666666666	1.0	0.019543973941368076	0.40716612377850164	33.2	45.0	-0.009120521172638457	0.10097719869706841	0.13680781758957655	0.07166123778501629	0.13355048859934854	0.07166123778501629	0.06514657980456026	0.7248412698412698	0.8141237384926345	-0.4699999999999999	1.4428571428571428	0.11150793650793649	0.07063603530420645	0.05714285714285714	0.07273929674533079	0.04801587301587301	0.02750718543749741	0.009126984126984131	0.08179321338354392
OLE1	510	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26928762}; Multi-pass membrane protein {ECO:0000255}.	Acyl-CoA desaturase 1 (EC 1.14.19.1) (Delta 9 fatty acid desaturase) (Fatty acid desaturase 1) (Stearoyl-CoA desaturase 1)	ACO1_YEAST	21.0	0.0	21.0	21.0	0.2795084971874737	0.25	1.0	0.00784313725490196	0.16470588235294117	35.0	96.0	-0.29254901960784313	0.12549019607843137	0.1588235294117647	0.1	0.11764705882352941	0.1	0.05882352941176469	1.5892857142857144	0.3365722740981643	1.2809523809523813	2.157142857142857	0.21428571428571427	0.023809523809523808	0.011904761904761904	0.020619652471058063	0.0	0.0	0.011904761904761904	0.020619652471058063
OLI1	76	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	ATP synthase subunit 9, mitochondrial (Lipid-binding protein) (Oligomycin resistance protein 1)	ATP9_YEAST	21.0	0.0	21.0	21.0	0.25	0.5	1.0	0.02631578947368421	0.5526315789473685	17.0	17.0	1.4460526315789473	0.09210526315789473	0.039473684210526314	0.02631578947368421	0.039473684210526314	0.02631578947368421	0.013157894736842105	2.1619047619047613	0.1952380952380951	1.9666666666666661	2.3571428571428563	0.09523809523809523	0.047619047619047616	0.0	0.0	0.023809523809523808	0.023809523809523808	-0.023809523809523808	0.023809523809523808
OM14	134	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	18.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16689936}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16689936}.	Mitochondrial outer membrane protein OM14 (Outer membrane protein of 14 kDa)	OM14_YEAST	18.0	1.0	17.0	19.0	0.25	0.5	1.0	0.014925373134328358	0.26865671641791045	17.0	17.0	-0.2246268656716418	0.08208955223880597	0.15671641791044777	0.07462686567164178	0.11194029850746269	0.07462686567164178	0.08208955223880599	1.83328173374613	0.2490712074303406	1.5842105263157895	2.0823529411764707	0.029411764705882353	0.029411764705882353	0.029411764705882353	0.029411764705882353	0.02631578947368421	0.02631578947368421	0.0030959752321981435	0.05572755417956656
OM45	393	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11502169}.	Mitochondrial outer membrane protein OM45 (Outer membrane protein of 45 kDa)	OM45_YEAST	18.0	0.0	18.0	18.0	0.0	1.0	1.0	0.002544529262086514	0.04580152671755725	0.0	0.0	-1.1702290076335877	0.0737913486005089	0.19338422391857507	0.1806615776081425	0.18829516539440203	0.1806615776081425	0.012722646310432573	2.2333333333333334	0.0	2.2333333333333334	2.2333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OMA1	345	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12963738}; Single-pass membrane protein {ECO:0000305}.	Mitochondrial metalloendopeptidase OMA1 (EC 3.4.24.-)	OMA1_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.002898550724637681	0.06086956521739131	0.0	0.0	-0.22492753623188408	0.11884057971014493	0.1391304347826087	0.08695652173913043	0.11594202898550725	0.08695652173913043	0.052173913043478265	0.8476190476190475	0.0	0.8476190476190475	0.8476190476190475	0.19047619047619047	0.0	0.09523809523809523	0.0	0.047619047619047616	0.0	0.047619047619047616	0.0
OMS1	471	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15355998, ECO:0000269|PubMed:16823961}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15355998, ECO:0000269|PubMed:16823961}.	Methyltransferase OMS1, mitochondrial (EC 2.1.1.-) (OXA1 multicopy suppressor 1)	OMS1_YEAST	20.0	0.0	20.0	20.0	0.0	1.0	1.0	0.0021231422505307855	0.04246284501061571	0.0	0.0	-0.8116772823779193	0.09129511677282377	0.2208067940552017	0.1592356687898089	0.20382165605095542	0.1592356687898089	0.061571125265392795	1.4800000000000002	0.0	1.4800000000000002	1.4800000000000002	0.3	0.0	0.05	0.0	0.0	0.0	0.05	0.0
