gene	uniprot_accession	alphafold_available	af_n_residues	af_plddt_mean	af_plddt_median	af_plddt_std	af_plddt_min	af_plddt_max	af_frac_plddt_gt90	af_frac_plddt_70_90	af_frac_plddt_50_70	af_frac_plddt_lt50	af_radius_of_gyration	af_max_dimension	af_compactness_rg_per_residue	af_compactness_dmax_per_residue
MTL1	P53214	1	551.0	53.285353901996366	47.91	14.560799392829981	34.53	95.44	0.032667876588021776	0.11433756805807622	0.27223230490018147	0.5807622504537205	53.68701317985446	152.32499351386824	0.09743559560772135	0.2764518938545703
MTM1	P53320	1	366.0	73.4438524590164	82.41	20.845517167444697	25.11	95.94	0.19398907103825136	0.5136612021857924	0.09016393442622951	0.20218579234972678	27.502702528358565	114.12993998508892	0.07514399597912176	0.3118304371177293
MUM3	Q08750	1	479.0	75.68183716075156	82.62	17.559965961186673	24.2	95.69	0.18997912317327767	0.5219206680584552	0.18789144050104384	0.10020876826722339	25.81605633870651	98.59739433676734	0.05389573348372966	0.20584007168427418
MUP1	P50276	1	574.0	82.09536585365855	90.06	19.654558650278343	23.73	98.06	0.5017421602787456	0.343205574912892	0.020905923344947737	0.13414634146341464	26.07617045534869	97.64183405180384	0.04542886838910922	0.17010772482892655
MUP3	P38734	1	546.0	83.74934065934066	90.25	17.643312338142195	23.41	98.5	0.5201465201465202	0.3443223443223443	0.05860805860805861	0.07692307692307693	24.8828869254233	88.08899146885496	0.04557305297696575	0.16133514921035708
NAG1	Q8TGN9	1	163.0	36.93852760736196	36.91	6.3658238405946515	22.75	50.03	0.0	0.0	0.006134969325153374	0.9938650306748467	22.649339463289024	99.00051336230534	0.13895300284226395	0.60736511265218
NCA2	Q12374	1	616.0	75.68073051948052	80.88	13.909744071986353	35.16	94.69	0.07467532467532467	0.6525974025974026	0.19967532467532467	0.07305194805194805	50.202915558313656	178.67271265081303	0.08149823954271697	0.29005310495261855
NCE101	Q02820	1	53.0	88.91905660377357	92.56	8.055014438259537	53.34	96.12	0.5849056603773585	0.39622641509433965	0.018867924528301886	0.0	16.56665862727375	50.951914802095516	0.31257846466554245	0.9613568830584059
NCE102	Q12207	1	173.0	81.91797687861272	87.62	15.984641398757251	42.09	98.0	0.41040462427745666	0.36416184971098264	0.14450867052023122	0.08092485549132948	22.5933185046322	96.06544961639433	0.1305972167897815	0.555291616279736
NCP1	P16603	1	691.0	94.2186396526773	97.44	10.964454430430202	25.61	98.94	0.8842257597684515	0.08104196816208394	0.010130246020260492	0.024602026049204053	27.109196420702247	99.4428693773465	0.0392318327361827	0.1439115331075926
NCR1	Q12200	1	1170.0	85.46163247863248	89.06	12.041245796281483	28.62	97.69	0.4376068376068376	0.4829059829059829	0.042735042735042736	0.03675213675213675	42.29992228473966	157.85423047229364	0.03615377973054672	0.13491814570281507
NDC1	P32500	1	655.0	70.27048854961832	81.31	23.3740611125044	21.0	95.88	0.25190839694656486	0.366412213740458	0.1435114503816794	0.2381679389312977	36.44521673155364	132.03046271978297	0.05564155226191396	0.2015732255263862
NEJ1	Q06148	1	342.0	69.33181286549707	82.56	23.25178275728296	29.38	95.0	0.15497076023391812	0.47076023391812866	0.08187134502923976	0.29239766081871343	32.095562765768896	104.51429694065784	0.09384667475371022	0.30559735947560773
NEM1	P38757	1	446.0	65.66786995515695	61.485	24.953497048903493	25.36	98.62	0.30269058295964124	0.16591928251121077	0.13452914798206278	0.3968609865470852	38.81228884017822	142.035841103575	0.08702306914838166	0.31846601144299325
NEO1	P40527	1	1151.0	78.70138140747176	86.56	19.512703930669865	24.16	95.94	0.27801911381407474	0.5430060816681147	0.03735881841876629	0.1416159860990443	38.74631991600324	131.464900859507	0.03366317977063704	0.1142179851081729
NFT1	P0CE68	1	1218.0	80.90714285714286	87.5	17.83565451471007	23.8	97.19	0.3784893267651888	0.4490968801313629	0.07471264367816093	0.09770114942528736	39.26959115381997	129.64379651182696	0.03224104364024628	0.10643989861397944
NHA1	Q99271	1	985.0	63.471015228426396	68.94	25.078865525082048	24.09	97.44	0.23756345177664975	0.25279187817258886	0.08730964467005076	0.42233502538071066	43.51790055548183	141.48261803486676	0.044180609700996784	0.1436371756699155
NHX1	Q04121	1	633.0	72.99507109004739	84.75	24.256676852247868	19.41	97.31	0.3175355450236967	0.3744075829383886	0.08056872037914692	0.22748815165876776	33.54137368168851	144.5718926140209	0.05298795210377332	0.22839161550398246
NNF2	P53253	1	936.0	60.02540598290598	58.7	22.65547796640936	24.77	96.81	0.15918803418803418	0.19444444444444445	0.24893162393162394	0.3974358974358974	54.294076465250264	243.76899419327307	0.0580064919500537	0.26043695960819774
NPP1	P25353	1	742.0	76.1571563342318	92.25	26.767037658028975	23.91	98.94	0.5525606469002695	0.13611859838274934	0.03773584905660377	0.27358490566037735	35.560800561740486	135.49389276642694	0.04792560722606534	0.18260632448305517
NPP2	P39997	1	493.0	87.76793103448276	95.81	19.109017607778583	26.95	98.88	0.7748478701825557	0.09533468559837728	0.02231237322515213	0.1075050709939148	28.407851653764492	103.60892870308042	0.05762241714759532	0.21016009878920977
NRT1	Q08485	1	598.0	85.1748160535117	92.31	18.300238422052217	24.36	98.44	0.637123745819398	0.2491638795986622	0.023411371237458192	0.0903010033444816	27.300488641896585	100.79229947768826	0.045652991039960844	0.1685489957820874
NSG1	P38837	1	291.0	69.95164948453608	76.0	20.690155021289087	26.39	95.0	0.19931271477663232	0.3436426116838488	0.2611683848797251	0.1958762886597938	37.0701298538344	148.36875890833622	0.12738876238431066	0.5098582780355196
NSG2	P53898	1	299.0	70.97826086956522	78.75	18.487432800617967	28.59	93.81	0.12040133779264214	0.4682274247491639	0.23411371237458195	0.17725752508361203	32.68810105338422	109.55934498708908	0.10932475268690375	0.3664192140036424
NTE1	Q04958	1	1679.0	61.6791542584872	72.31	26.456127243623925	20.89	97.94	0.13877307921381773	0.37820131030375226	0.0821917808219178	0.40083382966051223	48.37508537184843	178.8487789642412	0.028811843580612524	0.10652101189055461
NUR1	Q12066	1	484.0	63.05977272727272	68.155	24.240704432722822	19.62	95.31	0.16942148760330578	0.3202479338842975	0.1652892561983471	0.3450413223140496	45.952948430752684	157.81837562844194	0.09494410832800142	0.3260710240257065
NUS1	Q12063	1	375.0	79.53986666666665	91.81	21.27704655528007	32.16	98.38	0.56	0.136	0.12	0.184	30.12951414979479	121.76139228014765	0.08034537106611944	0.32469704608039374
NVJ1	P38881	1	321.0	53.48647975077881	48.88	15.678993677785328	32.16	94.75	0.0529595015576324	0.08099688473520249	0.34579439252336447	0.5202492211838006	40.927712357726435	130.2485309744413	0.12750066155054965	0.4057586634717798
NVJ2	Q06833	1	770.0	63.678714285714285	72.47	26.401632639086476	24.02	97.31	0.21948051948051947	0.3025974025974026	0.1025974025974026	0.37532467532467534	38.26339628219545	130.82175185342842	0.04969272244440968	0.1698983790304265
NYV1	Q12255	1	253.0	73.94719367588932	80.38	17.327016523646275	31.39	94.69	0.22134387351778656	0.383399209486166	0.26877470355731226	0.12648221343873517	24.52496934985836	90.19347886072475	0.09693663774647573	0.35649596387638244
OAC1	P32332	1	324.0	87.17716049382716	91.22	12.232500600839975	37.31	97.81	0.5648148148148148	0.3611111111111111	0.030864197530864196	0.043209876543209874	22.499743343431504	89.79718911525013	0.06944365229454168	0.27715181825694485
OCH1	P31755	1	480.0	87.70285416666665	94.06	15.267112269910966	25.92	98.88	0.7104166666666667	0.16041666666666668	0.0875	0.041666666666666664	26.256097279101887	109.02033208993632	0.0547002026647956	0.227125691854034
ODC1	Q03028	1	310.0	88.69680645161291	93.0	12.568645080361183	39.28	98.0	0.7064516129032258	0.2032258064516129	0.04516129032258064	0.04516129032258064	21.0988603105714	75.00754637368163	0.06806083971152065	0.24195982701187624
ODC2	Q99297	1	307.0	85.83328990228013	90.0	12.39299352558038	35.53	96.0	0.498371335504886	0.3973941368078176	0.05863192182410423	0.04560260586319218	20.79222143238595	68.79550824726859	0.06772710564295098	0.22408960341129833
OLE1	P21147	1	510.0	86.93466666666669	95.155	18.372644055627138	26.36	98.81	0.707843137254902	0.15490196078431373	0.043137254901960784	0.09411764705882353	32.66422195013454	105.94538580797185	0.06404749401987164	0.20773605060386635
OLI1	P61829	1	76.0	95.62236842105263	96.25	3.625106484251279	70.44	98.19	0.9605263157894737	0.039473684210526314	0.0	0.0	17.83435052763987	61.858546830652266	0.23466250694262988	0.8139282477717403
OM14	P38325	1	134.0	58.1805223880597	56.44	12.00801127588318	35.62	76.81	0.0	0.2462686567164179	0.48507462686567165	0.26865671641791045	26.083482638655408	87.33580018526195	0.19465285551235378	0.6517597028750891
OM45	P16547	1	393.0	53.08819338422392	51.44	15.553421640461025	25.0	83.19	0.0	0.2010178117048346	0.3333333333333333	0.46564885496183206	38.52626855420258	128.2109500666772	0.09803121769517197	0.32623651416457305
OMA1	P36163	1	345.0	78.30121739130435	88.56	20.285149325445932	33.47	97.94	0.43478260869565216	0.28695652173913044	0.11594202898550725	0.16231884057971013	28.90443918617005	102.43174974098606	0.08378098314831899	0.2969036224376408
OMS1	Q06668	1	471.0	83.11295116772824	94.44	21.98872174711221	30.11	98.94	0.6666666666666666	0.10191082802547771	0.08917197452229299	0.14225053078556263	36.715329052810624	138.30840270207736	0.07795186635416268	0.2936484133802067
OPI3	P05375	1	206.0	95.86262135922328	97.31	4.959341574910036	49.41	98.75	0.9320388349514563	0.06310679611650485	0.0	0.0048543689320388345	19.509194572577808	72.97114241945236	0.09470482802222237	0.35422884669637067
OPI9	O94084	1	285.0	37.990210526315785	31.11	15.872533021451938	21.34	81.38	0.0	0.08070175438596491	0.10877192982456141	0.8105263157894737	31.512428094605067	105.9735568998229	0.11056992313896515	0.37183704175376453
OPT1	P40897	1	799.0	86.49060075093867	93.19	17.765939220458645	21.14	97.88	0.6783479349186483	0.2202753441802253	0.012515644555694618	0.08886107634543179	30.526938122593155	127.60282101113594	0.03820643069160595	0.15970315520792985
OPT2	Q06593	1	877.0	84.36438996579248	88.69	13.435280967842496	26.89	96.94	0.40250855188141393	0.4868871151653364	0.06727480045610035	0.043329532497149374	30.299389482973208	131.0272633118772	0.034548904769638775	0.14940394904432974
OPY2	Q06810	1	360.0	60.222833333333334	54.75	15.80290357550367	36.81	96.44	0.12222222222222222	0.07222222222222222	0.5055555555555555	0.3	42.444060449717696	144.18298377409172	0.1179001679158825	0.4005082882613659
ORM1	P53224	1	222.0	81.70031531531532	91.94	20.27608391009973	36.94	98.88	0.5540540540540541	0.17567567567567569	0.13963963963963963	0.13063063063063063	24.040567185169998	86.42738321851472	0.10829084317644143	0.3893125370203366
ORM2	Q06144	1	216.0	83.46717592592593	91.94	17.492341575211274	39.91	98.69	0.5462962962962963	0.22685185185185186	0.13425925925925927	0.09259259259259259	23.31215385346438	85.15627015669486	0.10792663821048325	0.3942419914661799
ORT1	Q12375	1	292.0	80.861198630137	83.345	8.574479432355561	41.47	91.44	0.017123287671232876	0.8801369863013698	0.08561643835616438	0.017123287671232876	21.303678189507103	71.22128106823128	0.07295780201885994	0.24390849680901122
OST1	P41543	1	476.0	86.71785714285714	91.97	14.704329024026181	27.66	97.81	0.6134453781512605	0.2920168067226891	0.046218487394957986	0.04831932773109244	29.434518804366903	118.21586586410471	0.061837224378922064	0.24835265937837125
OST2	P46964	1	130.0	89.81030769230769	94.12	11.861631353522327	51.25	98.19	0.7692307692307693	0.11538461538461539	0.11538461538461539	0.0	24.89456222729927	93.31308999813477	0.1914966325176867	0.717792999985652
OST3	P48439	1	350.0	87.018	90.94	11.733584862022592	38.78	96.94	0.5571428571428572	0.3628571428571429	0.045714285714285714	0.03428571428571429	34.65436929199796	150.0151777321215	0.09901248369142274	0.4286147935203471
OST4	Q99380	1	36.0	91.13527777777779	96.78	11.810731110616478	51.53	98.38	0.7777777777777778	0.1111111111111111	0.1111111111111111	0.0	15.640939039243166	53.20498029320188	0.43447052886786575	1.4779161192556076
OST5	Q92316	1	86.0	91.54918604651162	93.94	6.119020900384324	60.03	97.56	0.6744186046511628	0.313953488372093	0.011627906976744186	0.0	21.322817234248504	73.46538731947174	0.24793973528195934	0.8542486897612993
OST6	Q03723	1	332.0	88.83114457831326	91.19	8.196715836063209	53.78	97.62	0.5903614457831325	0.3614457831325301	0.04819277108433735	0.0	33.02746358156792	130.82052535439536	0.09948031199267446	0.39403772697107037
OXA1	P39952	1	402.0	75.31082089552238	86.19	20.38868970125571	33.78	96.62	0.3034825870646766	0.3805970149253731	0.10696517412935323	0.208955223880597	34.57785250252009	150.54759041578845	0.08601455846398032	0.3744964935716131
PAM17	P36147	1	197.0	84.90954314720813	92.94	15.250013507339155	42.0	97.81	0.5989847715736041	0.17766497461928935	0.19289340101522842	0.030456852791878174	31.15852842108595	101.6872910495702	0.15816511888876117	0.5161791423836051
PAM18	Q07914	1	168.0	76.50613095238094	80.595	17.379931534661413	43.97	97.5	0.35714285714285715	0.2857142857142857	0.2619047619047619	0.09523809523809523	31.001065049729835	114.58271772828571	0.18453014910553472	0.6820399864778912
PAU12	P53343	1	120.0	70.57366666666667	73.845	13.679591485940735	35.88	88.44	0.0	0.5666666666666667	0.31666666666666665	0.11666666666666667	21.649129883199755	89.50369748786918	0.1804094156933313	0.7458641457322431
PAU2	P32612	1	120.0	68.92116666666668	72.41	14.978792907715302	32.97	87.94	0.0	0.55	0.275	0.175	21.489818480287227	88.65013222776376	0.17908182066906023	0.7387511018980314
PAU20	Q08322	1	120.0	70.20233333333333	72.75	14.330503639284823	34.72	88.38	0.0	0.55	0.2916666666666667	0.15833333333333333	21.461704428765863	89.25006248177085	0.1788475369063822	0.7437505206814238
PAU3	P25610	1	124.0	69.34854838709678	72.25	15.411904055063976	31.86	86.94	0.0	0.5967741935483871	0.21774193548387097	0.18548387096774194	17.4940962187345	60.58575377925077	0.14108142111882663	0.48859478854234495
PAU4	P53427	1	120.0	69.92016666666665	71.875	13.978437143408495	35.88	88.0	0.0	0.5666666666666667	0.275	0.15833333333333333	21.091372330354396	86.36611522466436	0.17576143608628664	0.719717626872203
PAU5	P43575	1	122.0	72.57467213114754	77.155	15.461736440159656	35.59	90.0	0.0	0.7377049180327869	0.09016393442622951	0.1721311475409836	21.169002697140645	83.08260724122708	0.17351641555033315	0.6810049773871072
PBN1	P25580	1	416.0	90.85302884615385	93.47	8.83891765689226	41.31	98.0	0.7451923076923077	0.21394230769230768	0.03125	0.009615384615384616	28.667686933021944	133.1724890696273	0.06891270897361045	0.3201261756481425
PBR1	P53878	1	407.0	89.66078624078622	92.69	9.034112957276047	45.75	98.06	0.6511056511056511	0.2972972972972973	0.04668304668304668	0.004914004914004914	25.465126203191147	106.41670097310853	0.0625678776491183	0.2614660957570234
PCA1	P38360	1	1216.0	67.35169407894738	79.095	24.593992177805106	22.48	95.81	0.14391447368421054	0.4876644736842105	0.07894736842105263	0.2894736842105263	41.465673000598755	138.90115029401304	0.034100060033387135	0.11422791964968178
PCP1	P53259	1	346.0	76.75771676300579	91.44	24.82637936584565	25.8	98.5	0.5520231213872833	0.1329479768786127	0.0838150289017341	0.23121387283236994	28.044451087501844	118.70933362208719	0.08105332684249088	0.34309055960140805
PDR10	P51533	1	1564.0	78.93700127877239	84.81	16.611748073695825	25.09	95.44	0.22634271099744246	0.590153452685422	0.0850383631713555	0.09846547314578005	41.03742893791537	167.82805879828317	0.026238765305572488	0.1073069429656542
PDR11	P40550	1	1411.0	79.66476257973069	86.81	19.279709449397814	19.98	96.62	0.3196314670446492	0.5031892274982283	0.06945428773919206	0.10772501771793054	38.62329374488587	139.26625510151408	0.027372993440741226	0.09870039341000289
PDR12	Q02785	1	1511.0	81.3555526141628	87.06	15.343247855032015	23.27	96.5	0.3229649238914626	0.5102581072137657	0.09596293845135671	0.07081403044341496	38.54478009708301	140.29468617520763	0.025509450759154874	0.09284889885850935
PDR15	Q04182	1	1529.0	79.2633485938522	84.88	16.56121710912314	20.42	96.0	0.22171353826030085	0.5990843688685416	0.09287115761935906	0.08633093525179857	39.388354553824534	151.71205492642963	0.025760859747432658	0.09922305750584018
PDR18	P53756	1	1333.0	83.76325581395349	87.56	11.846838141285296	26.28	95.75	0.3225806451612903	0.5776444111027756	0.07051762940735183	0.029257314328582147	37.0111361190097	130.64240762095594	0.027765293412610425	0.09800630729254009
PDR5	P33302	1	1511.0	80.32000661813369	85.06	14.701270529964107	29.02	95.38	0.2541363335539378	0.5903375248180013	0.08471211118464593	0.07081403044341496	39.62675533059901	145.52233227240416	0.026225516433222375	0.0963086249321007
PEP1	P32319	1	1579.0	78.3906523115896	86.5	19.992132990881473	18.95	98.19	0.36035465484483853	0.4243191893603547	0.09119696010132995	0.12412919569347688	44.37934001264361	195.8946183870297	0.028105978475391775	0.12406245622991115
PEP12	P32854	1	288.0	80.88829861111111	87.25	16.327109344150035	34.81	95.69	0.3819444444444444	0.4201388888888889	0.09722222222222222	0.10069444444444445	40.60024815887978	165.53694722931192	0.14097308388499924	0.5747810667684442
PER1	P25625	1	357.0	90.26812324929972	94.75	12.342590201913561	31.38	98.75	0.7703081232492998	0.13165266106442577	0.08123249299719888	0.01680672268907563	25.304581991625014	89.87701317355847	0.07088118204936979	0.2517563394217324
PER33	Q12144	1	273.0	92.3137728937729	95.06	8.643834791599543	45.72	98.56	0.7985347985347986	0.1684981684981685	0.02564102564102564	0.007326007326007326	22.92003724448367	89.82670819416684	0.08395618038272407	0.3290355611507943
PET100	P38958	1	111.0	85.6527927927928	87.88	9.331076352383045	44.03	97.62	0.3783783783783784	0.5315315315315315	0.08108108108108109	0.009009009009009009	37.18738437740311	115.89904138516417	0.3350214808775055	1.0441355079744519
PET309	P32522	1	965.0	78.56303626943004	83.81	14.41308477924163	25.62	93.81	0.09430051813471503	0.7316062176165803	0.11606217616580311	0.058031088082901555	46.64851858096072	180.15226016622717	0.048340433762653595	0.18668627996500226
PET8	P38921	1	284.0	87.58193661971829	89.56	7.8406193244123985	41.66	95.19	0.43661971830985913	0.5176056338028169	0.03873239436619718	0.007042253521126761	20.761137879698374	69.54635393749984	0.07310259816795202	0.2448815279489431
PET9	P18239	1	318.0	90.9533962264151	95.12	11.440743990529686	40.88	98.62	0.7578616352201258	0.16352201257861634	0.06289308176100629	0.015723270440251572	23.38029653593963	99.10755047421966	0.07352294508157117	0.31165896375540775
PEX10	Q05568	1	337.0	81.23267062314541	87.88	17.050956062932567	25.12	96.31	0.3916913946587537	0.4124629080118694	0.12462908011869436	0.0712166172106825	28.070482263875558	100.76174464547545	0.0832951995960699	0.29899627491239006
PEX12	Q04370	1	399.0	76.76090225563911	86.81	19.032188910495343	31.41	96.06	0.37092731829573933	0.3258145363408521	0.15538847117794485	0.14786967418546365	37.56680636917989	119.47047639479807	0.09415239691523783	0.2994247528691681
PEX13	P80667	1	386.0	65.36857512953367	66.72	20.967067399311166	32.31	95.5	0.18652849740932642	0.27979274611398963	0.19430051813471502	0.3393782383419689	40.423096608829425	132.25174675973093	0.10472304820940266	0.34262110559515785
PEX14	P53112	1	341.0	71.22152492668621	76.5	19.183450942152334	32.12	97.19	0.21114369501466276	0.3489736070381232	0.25219941348973607	0.187683284457478	54.58779379736596	188.72800395542785	0.16008150673714358	0.5534545570540407
PEX15	Q08215	1	383.0	75.19415143603132	93.12	24.865720629011413	28.0	98.75	0.5352480417754569	0.04699738903394256	0.17754569190600522	0.2402088772845953	32.6080863599931	144.92455525893465	0.0851386066840551	0.37839309467084764
PEX17	P40155	1	199.0	72.73849246231156	76.31	16.543923590780434	36.19	96.38	0.19095477386934673	0.4371859296482412	0.21608040201005024	0.15577889447236182	42.423429435088266	162.7382284467912	0.21318306248788074	0.817780042446187
PEX2	P32800	1	271.0	80.3421033210332	84.25	13.39477293837061	39.38	95.44	0.1881918819188192	0.6420664206642066	0.11439114391143912	0.055350553505535055	35.85557507940554	100.7409748612748	0.13230839512695772	0.37173791461725014
PEX22	P39718	1	180.0	77.25333333333333	91.22	20.614820828175485	34.81	97.19	0.5277777777777778	0.11666666666666667	0.16111111111111112	0.19444444444444445	22.066086686105773	100.0546827989575	0.1225893704783654	0.5558593488830972
PEX25	Q02969	1	394.0	76.21434010152285	87.595	21.98026692761496	24.06	97.81	0.40609137055837563	0.28426395939086296	0.14213197969543148	0.16751269035532995	33.25129022125528	115.09933646203179	0.0843941376173992	0.2921302955889132
PEX28	P38848	1	579.0	65.16528497409325	68.5	23.111796165220326	20.62	94.69	0.13989637305699482	0.3471502590673575	0.21243523316062177	0.3005181347150259	38.54582438388894	141.74110947075303	0.06657309910861647	0.24480329787694824
PEX29	Q03370	1	554.0	69.73653429602889	80.5	21.91914115561388	24.44	95.19	0.11552346570397112	0.5054151624548736	0.15162454873646208	0.22743682310469315	40.4336747650631	133.12283872048403	0.0729849725001139	0.24029393270845492
PEX3	P28795	1	441.0	83.03877551020408	92.0	18.18904747186425	27.59	98.75	0.5668934240362812	0.20408163265306123	0.14285714285714285	0.08616780045351474	35.1486091557235	170.46060267991544	0.0797020615776043	0.3865319788660214
PEX30	Q06169	1	523.0	70.15760994263864	79.44	21.003503737229764	27.78	95.44	0.15105162523900573	0.4378585086042065	0.1835564053537285	0.22753346080305928	35.930785197081995	119.43845387478858	0.06870131012826386	0.22837180473190932
PEX31	P53203	1	462.0	72.14461038961038	83.03	21.180715504056707	25.39	94.12	0.15584415584415584	0.5	0.11471861471861472	0.22943722943722944	37.24872924328578	127.20784542236379	0.08062495507204714	0.2753416567583632
PEX32	P38292	1	413.0	74.632397094431	79.62	14.451418785285108	40.09	94.06	0.11380145278450363	0.5520581113801453	0.26634382566585957	0.06779661016949153	35.4314326907579	121.91816029615933	0.08579039392435327	0.2952013566492962
PEX34	P25584	1	144.0	60.24611111111111	62.14	9.628072966238356	30.47	76.5	0.0	0.13194444444444445	0.7152777777777778	0.1527777777777778	20.730519478324563	69.76240922588612	0.14396194082169836	0.4844611751797647
PFA3	P42836	1	336.0	90.84681547619049	95.655	12.340250018276373	43.34	98.75	0.7351190476190477	0.19940476190476192	0.017857142857142856	0.047619047619047616	27.208105164968842	120.0256193735321	0.08097650346716917	0.3572191052783693
PFA4	Q12006	1	378.0	88.71468253968254	94.25	16.864345361618355	24.34	98.62	0.7936507936507936	0.10582010582010581	0.021164021164021163	0.07936507936507936	25.824175106145937	91.20030405651067	0.06831792356123263	0.24127064565214465
PFA5	Q03289	1	374.0	84.60882352941177	92.72	18.749162297319074	29.39	98.75	0.6443850267379679	0.18449197860962566	0.06684491978609626	0.10427807486631016	27.275198230619367	108.300989335278	0.07292833751502505	0.289574837794861
PGA1	P53896	1	198.0	81.40136363636363	85.785	13.029931186554842	41.41	95.5	0.2828282828282828	0.5303030303030303	0.1414141414141414	0.045454545454545456	23.575805766163107	83.33728409301565	0.11906972609173286	0.4208953742071498
PGA2	P53903	1	129.0	73.92612403100775	77.62	13.433650061286858	43.09	95.56	0.09302325581395349	0.5348837209302325	0.35658914728682173	0.015503875968992248	31.30614722620638	82.04205329585552	0.2426833118310572	0.6359849092701979
PGA3	Q12746	1	312.0	89.35310897435897	92.88	11.629304205145589	36.81	98.31	0.6634615384615384	0.2692307692307692	0.035256410256410256	0.03205128205128205	24.885278351424287	91.47501250068238	0.0797605075366163	0.29318914263039225
PGC1	Q08959	1	321.0	92.53339563862929	97.0	10.049851380428654	37.72	98.81	0.7725856697819314	0.18691588785046728	0.028037383177570093	0.012461059190031152	19.563169768588864	58.65611656084981	0.06094445410775347	0.182729335080529
PHB2	P50085	1	310.0	83.80174193548386	89.655	14.104098130062587	34.16	97.19	0.4806451612903226	0.3548387096774194	0.12580645161290321	0.03870967741935484	52.49473112975943	195.1523688608468	0.16933784235406268	0.6295237705188607
PHM6	Q05637	1	104.0	68.08673076923077	62.83	19.369890861965068	40.0	96.12	0.25961538461538464	0.16346153846153846	0.3557692307692308	0.22115384615384615	30.76389797483483	100.13655073448456	0.2958067112964887	0.9628514493700439
PHM7	Q12252	1	991.0	79.96956609485368	86.75	19.41440074064835	19.55	98.25	0.3693239152371342	0.44803229061553984	0.07769929364278506	0.10494450050454086	34.47620355129116	129.39225151839656	0.03478930731714547	0.1305673577380389
PHO8	P11491	1	566.0	90.35063604240283	97.81	17.537857223481147	29.17	98.94	0.8144876325088339	0.06537102473498234	0.04063604240282685	0.07950530035335689	31.364131698280183	129.3772536576658	0.055413660244311276	0.2285817202432258
PHO84	P25297	1	587.0	86.02710391822829	92.44	16.69505670427259	31.09	98.81	0.5945485519591142	0.25894378194207834	0.06984667802385008	0.07666098807495741	28.338303317921852	109.24372608987666	0.04827649628266074	0.18610515517866552
PHO86	P46956	1	311.0	87.10038585209004	91.88	12.742924618210479	40.19	97.88	0.6045016077170418	0.3054662379421222	0.03858520900321544	0.05144694533762058	25.78496783941384	92.2114972874858	0.08290986443541429	0.2964999912780894
PHO87	P25360	1	923.0	71.58417118093175	81.38	21.546038376195952	25.97	95.75	0.1657638136511376	0.514626218851571	0.11267605633802817	0.20693391115926327	40.20502091568672	124.80790460944371	0.04355906924776459	0.13521983164620122
PHO88	P38264	1	188.0	84.275	90.285	14.885650040480582	35.47	98.44	0.5159574468085106	0.3351063829787234	0.09574468085106383	0.05319148936170213	19.881337154946085	63.71905375160557	0.1057517933773728	0.33893113697662536
PHO89	P38361	1	574.0	85.51465156794426	92.06	17.059749809260197	25.56	98.44	0.60801393728223	0.2804878048780488	0.03832752613240418	0.07317073170731707	27.30682530912315	112.8010796446559	0.047572866392200604	0.19651756035654339
PHO90	P39535	1	881.0	73.95660612939841	84.5	22.912785048409216	18.92	96.88	0.24290578887627695	0.492622020431328	0.08059023836549375	0.18388195232690124	37.93132623656625	126.47777844348785	0.04305485384400255	0.14356161003801118
PHO91	P27514	1	894.0	74.64941834451902	85.09	22.73783147036841	19.02	97.56	0.28635346756152125	0.436241610738255	0.09284116331096197	0.18456375838926176	38.18125301850802	134.18466237987113	0.042708336709740516	0.15009470064862543
PHS1	P40857	1	217.0	93.61746543778804	96.69	9.095660409033266	41.0	98.69	0.8617511520737328	0.10138248847926268	0.02304147465437788	0.013824884792626729	18.710930801701846	68.76251157425826	0.08622548756544629	0.31687793352192745
PIC2	P40035	1	300.0	91.02866666666667	93.03	8.852639694212996	37.47	98.38	0.7266666666666667	0.24666666666666667	0.006666666666666667	0.02	21.075325265189463	77.80747710856586	0.07025108421729821	0.25935825702855286
PIN2	Q12057	1	282.0	58.20588652482269	53.83	14.370020016614573	37.78	96.56	0.05673758865248227	0.12056737588652482	0.5319148936170213	0.2907801418439716	41.84932979086383	153.5118367846597	0.1484018786910065	0.5443682155484386
PIS1	P06197	1	220.0	89.20081818181818	94.03	13.122560769482469	41.34	98.0	0.759090909090909	0.14545454545454545	0.05454545454545454	0.04090909090909091	20.627569041847813	74.65605804621619	0.0937616774629446	0.33934571839189176
PKR1	Q03880	1	122.0	67.52459016393442	76.72	24.276510037197124	23.44	96.38	0.26229508196721313	0.30327868852459017	0.13934426229508196	0.29508196721311475	30.3007115367638	108.29816531686951	0.24836648800626066	0.8876898796464714
PMA1	P05030	1	918.0	77.27558823529412	83.0	15.400849042617747	26.98	94.69	0.12091503267973856	0.6633986928104575	0.12962962962962962	0.0860566448801743	37.1290045754443	124.08839811602051	0.0404455387532073	0.1351725469673426
PMA2	P19657	1	947.0	75.93220696937698	82.69	17.26868581281216	23.19	94.75	0.10876451953537487	0.6546990496304118	0.1235480464625132	0.11298838437170011	38.12417793137847	135.0629291885823	0.040257843644539035	0.14262188932268458
PMC1	P38929	1	1173.0	76.63589087809036	82.44	16.911889742372647	20.66	95.62	0.19522591645353793	0.5626598465473146	0.14492753623188406	0.09718670076726342	39.128669147304244	139.64382025710984	0.03335777420912553	0.11904844011688819
